sub,ses,run,trial_id,onset,nsd_id,split,category_id
subj01,1,9,516,80.0,8389,train,37
subj01,1,9,518,88.0,28710,train,30
subj01,1,9,520,96.0,14475,train,20
subj01,1,9,532,148.0,61881,train,6
subj01,1,9,535,164.0,29509,train,19
subj01,1,9,537,172.0,13113,train,74
subj01,1,9,539,180.0,49724,train,36
subj01,1,9,542,192.0,67808,train,19
subj01,1,9,546,212.0,17319,train,18
subj01,1,9,549,224.0,48281,train,53
subj01,1,9,554,248.0,58422,train,30
subj01,1,10,564,16.0,39286,train,20
subj01,1,10,572,52.0,65340,train,20
subj01,1,10,580,84.0,55939,train,5
subj01,1,10,582,92.0,22959,train,20
subj01,1,10,584,104.0,8389,train,37
subj01,1,10,588,120.0,25855,train,38
subj01,1,10,593,144.0,26185,train,3
subj01,1,10,595,152.0,64284,train,53
subj01,1,10,605,196.0,34082,train,19
subj01,1,10,608,208.0,69027,train,3
subj01,1,10,610,216.0,45413,train,25
subj01,1,10,618,252.0,39063,train,37
subj01,1,10,621,264.0,46133,train,55
subj01,1,11,625,12.0,71276,train,38
subj01,1,11,627,20.0,7142,train,23
subj01,1,11,629,28.0,57998,train,5
subj01,1,11,632,40.0,65972,train,5
subj01,1,11,637,64.0,52637,train,23
subj01,1,11,640,76.0,49724,train,36
subj01,1,11,647,108.0,47272,train,36
subj01,1,11,649,116.0,64020,train,74
subj01,1,11,652,128.0,58198,train,37
subj01,1,11,658,152.0,28710,train,30
subj01,1,11,662,172.0,67383,train,37
subj01,1,11,668,200.0,12195,train,37
subj01,1,11,671,212.0,45557,train,20
subj01,1,11,673,220.0,44948,train,61
subj01,1,11,675,228.0,21981,train,23
subj01,1,11,678,244.0,7142,train,23
subj01,1,11,686,276.0,5594,train,33
subj01,1,12,692,28.0,52637,train,23
subj01,1,12,696,44.0,40189,train,37
subj01,1,12,699,56.0,14758,train,37
subj01,1,12,701,68.0,11159,shared1000,30
subj01,1,12,703,76.0,63169,train,37
subj01,1,12,710,104.0,54183,train,37
subj01,1,12,713,120.0,33025,train,55
subj01,1,12,720,148.0,45557,train,20
subj01,1,12,722,160.0,23120,train,30
subj01,1,12,726,176.0,47272,train,36
subj01,1,12,728,184.0,29944,train,33
subj01,1,12,732,204.0,72895,train,38
subj01,1,12,749,276.0,3182,train,4
subj01,2,1,753,24.0,62405,train,10
subj01,2,1,761,56.0,71315,train,25
subj01,2,1,765,76.0,35779,train,5
subj01,2,1,767,84.0,15227,train,18
subj01,2,1,771,100.0,70627,train,37
subj01,2,1,773,112.0,22959,train,20
subj01,2,1,778,132.0,67103,train,61
subj01,2,1,781,144.0,16702,shared1000,6
subj01,2,1,783,152.0,34106,train,61
subj01,2,1,790,184.0,26473,train,18
subj01,2,1,792,192.0,4476,train,33
subj01,2,1,797,216.0,11270,train,61
subj01,2,1,800,228.0,16498,train,53
subj01,2,1,803,240.0,5463,train,6
subj01,2,1,808,264.0,8006,shared1000,37
subj01,2,2,814,16.0,63248,train,61
subj01,2,2,816,24.0,35469,train,55
subj01,2,2,819,36.0,41394,train,10
subj01,2,2,822,48.0,41394,train,10
subj01,2,2,824,60.0,38995,train,5
subj01,2,2,828,76.0,36910,shared1000,19
subj01,2,2,830,84.0,58911,train,36
subj01,2,2,836,112.0,34106,train,61
subj01,2,2,842,136.0,51221,train,4
subj01,2,2,844,144.0,45557,train,20
subj01,2,2,848,164.0,44040,train,53
subj01,2,2,850,172.0,24872,train,3
subj01,2,2,852,180.0,70187,train,37
subj01,2,2,856,200.0,25080,train,4
subj01,2,2,862,224.0,17815,train,17
subj01,2,2,865,236.0,34195,train,36
subj01,2,2,874,276.0,56272,train,33
subj01,2,3,876,16.0,51243,train,31
subj01,2,3,878,24.0,47583,train,38
subj01,2,3,882,40.0,1785,train,38
subj01,2,3,884,48.0,1851,train,53
subj01,2,3,886,60.0,59783,train,23
subj01,2,3,888,68.0,3710,train,61
subj01,2,3,892,84.0,65532,train,6
subj01,2,3,895,100.0,14758,train,37
subj01,2,3,897,108.0,45999,shared1000,18
subj01,2,3,902,128.0,52285,train,37
subj01,2,3,910,164.0,25080,train,4
subj01,2,3,913,176.0,40840,shared1000,23
subj01,2,3,916,192.0,57342,train,20
subj01,2,3,925,228.0,9027,shared1000,36
subj01,2,3,927,236.0,25406,train,31
subj01,2,3,929,248.0,36321,train,33
subj01,2,3,933,264.0,45290,train,18
subj01,2,3,936,276.0,60824,train,30
subj01,2,4,942,28.0,50656,train,74
subj01,2,4,944,36.0,48103,train,6
subj01,2,4,951,68.0,4648,train,20
subj01,2,4,953,76.0,31968,train,10
subj01,2,4,955,84.0,28982,train,19
subj01,2,4,961,112.0,69507,train,38
subj01,2,4,964,124.0,25406,train,31
subj01,2,4,968,144.0,37899,train,22
subj01,2,4,970,152.0,25322,train,53
subj01,2,4,976,176.0,64329,train,59
subj01,2,4,979,188.0,40766,train,61
subj01,2,4,983,208.0,2792,train,38
subj01,2,4,987,224.0,5594,train,33
subj01,2,4,989,232.0,70187,train,37
subj01,2,4,992,248.0,62405,train,10
subj01,2,4,996,264.0,30847,shared1000,23
subj01,2,5,1000,12.0,70187,train,37
subj01,2,5,1003,24.0,62337,train,6
subj01,2,5,1005,32.0,1639,train,22
subj01,2,5,1013,68.0,59792,train,61
subj01,2,5,1028,132.0,26435,shared1000,33
subj01,2,5,1030,144.0,5033,train,17
subj01,2,5,1032,152.0,57998,train,5
subj01,2,5,1034,160.0,59112,train,19
subj01,2,5,1041,192.0,12633,train,17
subj01,2,5,1044,204.0,12195,train,37
subj01,2,5,1048,220.0,54436,train,20
subj01,2,5,1050,232.0,14180,train,23
subj01,2,5,1052,240.0,48103,train,6
subj01,2,5,1054,248.0,39753,train,20
subj01,2,5,1056,256.0,8116,train,38
subj01,2,5,1062,280.0,18427,train,18
subj01,2,6,1063,12.0,48103,train,6
subj01,2,6,1065,20.0,11455,train,10
subj01,2,6,1069,36.0,57998,train,5
subj01,2,6,1073,52.0,24070,train,5
subj01,2,6,1083,96.0,27106,train,3
subj01,2,6,1089,124.0,8227,train,53
subj01,2,6,1095,148.0,24070,train,5
subj01,2,6,1097,160.0,46133,train,55
subj01,2,6,1107,204.0,13857,train,5
subj01,2,6,1110,216.0,68842,shared1000,5
subj01,2,6,1112,224.0,29034,train,22
subj01,2,6,1114,232.0,33110,train,22
subj01,2,7,1129,28.0,9354,train,18
subj01,2,7,1131,36.0,25855,train,38
subj01,2,7,1134,48.0,35152,train,25
subj01,2,7,1138,68.0,10464,train,20
subj01,2,7,1145,96.0,69800,train,23
subj01,2,7,1147,104.0,62117,train,3
subj01,2,7,1152,128.0,65999,train,6
subj01,2,7,1160,164.0,34633,train,37
subj01,2,7,1163,176.0,3935,train,20
subj01,2,7,1166,188.0,18648,train,5
subj01,2,7,1172,216.0,19615,train,20
subj01,2,7,1174,224.0,51011,train,18
subj01,2,7,1178,244.0,13826,train,23
subj01,2,7,1182,260.0,3338,train,6
subj01,2,8,1190,20.0,8367,train,33
subj01,2,8,1192,28.0,58835,train,11
subj01,2,8,1196,44.0,8109,shared1000,38
subj01,2,8,1205,84.0,7556,train,6
subj01,2,8,1207,92.0,470,train,5
subj01,2,8,1209,100.0,19759,train,18
subj01,2,8,1214,124.0,61422,train,18
subj01,2,8,1217,136.0,17996,train,18
subj01,2,8,1220,148.0,30392,train,61
subj01,2,8,1225,172.0,6815,train,22
subj01,2,8,1231,196.0,63227,train,23
subj01,2,8,1235,216.0,1306,train,36
subj01,2,8,1237,224.0,18502,train,10
subj01,2,8,1240,236.0,62117,train,3
subj01,2,8,1242,248.0,22555,train,36
subj01,2,8,1248,272.0,34633,train,37
subj01,2,9,1251,16.0,62630,train,55
subj01,2,9,1253,24.0,17815,train,17
subj01,2,9,1255,32.0,19818,train,53
subj01,2,9,1257,40.0,7556,train,6
subj01,2,9,1260,52.0,61422,train,18
subj01,2,9,1263,68.0,49507,train,17
subj01,2,9,1265,76.0,72032,train,36
subj01,2,9,1267,84.0,42445,train,36
subj01,2,9,1270,100.0,9354,train,18
subj01,2,9,1275,120.0,46445,train,5
subj01,2,9,1278,132.0,22555,train,36
subj01,2,9,1283,156.0,17815,train,17
subj01,2,9,1289,180.0,4399,train,4
subj01,2,9,1292,196.0,8774,train,53
subj01,2,9,1298,220.0,54436,train,20
subj01,2,9,1305,252.0,59112,train,19
subj01,2,9,1307,260.0,54552,train,22
subj01,2,9,1309,268.0,9354,train,18
subj01,2,10,1313,12.0,33918,train,23
subj01,2,10,1318,32.0,56901,train,5
subj01,2,10,1320,40.0,39315,train,17
subj01,2,10,1322,52.0,3982,train,37
subj01,2,10,1324,60.0,22555,train,36
subj01,2,10,1329,80.0,3935,train,20
subj01,2,10,1331,88.0,21108,shared1000,36
subj01,2,10,1333,96.0,29034,train,22
subj01,2,10,1336,112.0,18952,train,38
subj01,2,10,1338,120.0,8933,shared1000,17
subj01,2,10,1342,136.0,70729,train,23
subj01,2,10,1347,160.0,13826,train,23
subj01,2,10,1355,192.0,62365,shared1000,6
subj01,2,10,1357,204.0,15955,train,61
subj01,2,10,1365,240.0,16998,train,3
subj01,2,10,1367,248.0,16107,train,6
subj01,2,10,1372,268.0,48422,shared1000,6
subj01,2,11,1376,16.0,31538,train,6
subj01,2,11,1381,36.0,13857,train,5
subj01,2,11,1384,48.0,31538,train,6
subj01,2,11,1387,60.0,2880,train,3
subj01,2,11,1390,76.0,11837,shared1000,3
subj01,2,11,1399,112.0,34487,train,25
subj01,2,11,1401,124.0,48422,shared1000,6
subj01,2,11,1406,144.0,70729,train,23
subj01,2,11,1408,152.0,60061,train,20
subj01,2,11,1411,168.0,221,train,11
subj01,2,11,1419,200.0,72032,train,36
subj01,2,11,1426,232.0,18318,train,20
subj01,2,11,1429,248.0,13139,train,3
subj01,2,11,1435,272.0,9077,train,61
subj01,2,11,1437,280.0,8234,train,59
subj01,2,12,1442,28.0,62916,train,37
subj01,2,12,1444,36.0,57838,shared1000,17
subj01,2,12,1446,44.0,17996,train,18
subj01,2,12,1453,76.0,29936,train,18
subj01,2,12,1456,92.0,30840,train,74
subj01,2,12,1460,108.0,16107,train,6
subj01,2,12,1469,148.0,52727,train,74
subj01,2,12,1471,156.0,49934,train,38
subj01,2,12,1474,168.0,68880,train,38
subj01,2,12,1480,196.0,18952,train,38
subj01,2,12,1484,212.0,1288,train,6
subj01,2,12,1487,224.0,637,train,74
subj01,2,12,1490,240.0,9434,shared1000,37
subj01,2,12,1492,248.0,45352,train,23
subj01,2,12,1494,256.0,53974,train,33
subj01,2,12,1496,264.0,33918,train,23
subj01,2,12,1498,272.0,44299,train,23
subj01,3,1,1500,12.0,9227,train,18
subj01,3,1,1505,32.0,65312,train,20
subj01,3,1,1512,64.0,22199,train,3
subj01,3,1,1516,80.0,23679,train,6
subj01,3,1,1518,88.0,68477,train,38
subj01,3,1,1522,108.0,29936,train,18
subj01,3,1,1526,124.0,57184,train,6
subj01,3,1,1533,156.0,28253,train,18
subj01,3,1,1535,164.0,37842,train,23
subj01,3,1,1539,180.0,18318,train,20
subj01,3,1,1544,204.0,29936,train,18
subj01,3,1,1546,212.0,41592,train,53
subj01,3,1,1553,240.0,52580,train,4
subj01,3,1,1558,264.0,32846,train,30
subj01,3,1,1560,272.0,71432,train,36
subj01,3,1,1562,280.0,25162,train,38
subj01,3,2,1563,12.0,42299,shared1000,22
subj01,3,2,1565,20.0,64386,train,11
subj01,3,2,1569,36.0,19199,shared1000,6
subj01,3,2,1571,44.0,46601,train,36
subj01,3,2,1573,52.0,23211,train,23
subj01,3,2,1576,64.0,14825,train,23
subj01,3,2,1581,88.0,60312,train,38
subj01,3,2,1583,96.0,45577,train,10
subj01,3,2,1586,112.0,155,train,37
subj01,3,2,1591,132.0,24605,train,17
subj01,3,2,1595,148.0,9434,shared1000,37
subj01,3,2,1598,164.0,30150,train,20
subj01,3,2,1605,196.0,24605,train,17
subj01,3,2,1607,204.0,67090,train,5
subj01,3,2,1611,220.0,14180,train,23
subj01,3,2,1613,228.0,28442,train,38
subj01,3,2,1615,236.0,21120,train,38
subj01,3,2,1618,252.0,65312,train,20
subj01,3,2,1621,264.0,15240,train,18
subj01,3,3,1630,32.0,49705,train,30
subj01,3,3,1632,40.0,54096,train,25
subj01,3,3,1638,68.0,62630,train,55
subj01,3,3,1645,96.0,33946,train,6
subj01,3,3,1648,112.0,24605,train,17
subj01,3,3,1650,120.0,19761,train,33
subj01,3,3,1653,132.0,16087,train,6
subj01,3,3,1655,140.0,23556,train,23
subj01,3,3,1658,156.0,14766,train,20
subj01,3,3,1663,176.0,24541,train,38
subj01,3,3,1665,184.0,50507,train,19
subj01,3,3,1670,208.0,67318,train,37
subj01,3,3,1680,252.0,21120,train,38
subj01,3,3,1682,260.0,5830,train,74
subj01,3,3,1684,268.0,24050,train,22
subj01,3,3,1686,276.0,64603,train,33
subj01,3,4,1689,16.0,36876,train,38
subj01,3,4,1691,24.0,10098,train,20
subj01,3,4,1693,32.0,50759,train,4
subj01,3,4,1695,40.0,59255,train,3
subj01,3,4,1699,60.0,49841,train,55
subj01,3,4,1702,72.0,30582,train,20
subj01,3,4,1705,84.0,21120,train,38
subj01,3,4,1710,108.0,45227,train,3
subj01,3,4,1712,116.0,69732,train,53
subj01,3,4,1714,124.0,20194,train,25
subj01,3,4,1716,132.0,11072,train,5
subj01,3,4,1719,148.0,5830,train,74
subj01,3,4,1723,164.0,1278,train,74
subj01,3,4,1726,176.0,44497,train,23
subj01,3,4,1731,200.0,61989,train,18
subj01,3,4,1735,216.0,8837,train,6
subj01,3,4,1743,252.0,23556,train,23
subj01,3,4,1749,276.0,15254,train,3
subj01,3,5,1750,12.0,69732,train,53
subj01,3,5,1763,68.0,45352,train,23
subj01,3,5,1767,84.0,49705,train,30
subj01,3,5,1769,92.0,56522,train,33
subj01,3,5,1773,112.0,36321,train,33
subj01,3,5,1775,120.0,19682,train,36
subj01,3,5,1777,128.0,11072,train,5
subj01,3,5,1779,136.0,52580,train,4
subj01,3,5,1781,148.0,7395,train,31
subj01,3,5,1783,156.0,12685,shared1000,10
subj01,3,5,1791,192.0,24541,train,38
subj01,3,5,1794,204.0,29303,train,10
subj01,3,5,1796,212.0,47621,train,3
subj01,3,5,1798,220.0,12593,train,23
subj01,3,5,1801,232.0,60268,train,23
subj01,3,5,1803,244.0,206,train,37
subj01,3,5,1808,264.0,39645,train,74
subj01,3,5,1812,280.0,25093,train,4
subj01,3,6,1813,12.0,47621,train,3
subj01,3,6,1817,28.0,58508,train,5
subj01,3,6,1820,40.0,9160,train,33
subj01,3,6,1823,56.0,52727,train,74
subj01,3,6,1826,68.0,68959,train,5
subj01,3,6,1835,108.0,56522,train,33
subj01,3,6,1840,128.0,41428,train,19
subj01,3,6,1843,140.0,56522,train,33
subj01,3,6,1845,152.0,25273,train,25
subj01,3,6,1852,180.0,61355,train,18
subj01,3,6,1854,188.0,45227,train,3
subj01,3,6,1864,232.0,50811,shared1000,17
subj01,3,6,1867,248.0,16087,train,6
subj01,3,6,1870,260.0,62647,train,59
subj01,3,6,1873,272.0,67090,train,5
subj01,3,7,1876,16.0,49413,train,55
subj01,3,7,1878,24.0,13139,train,3
subj01,3,7,1881,36.0,48453,train,22
subj01,3,7,1884,48.0,27423,train,36
subj01,3,7,1886,56.0,1278,train,74
subj01,3,7,1889,72.0,45577,train,10
subj01,3,7,1891,80.0,5987,train,30
subj01,3,7,1896,100.0,42613,train,36
subj01,3,7,1901,124.0,16367,train,23
subj01,3,7,1911,168.0,15254,train,3
subj01,3,7,1913,176.0,51451,train,25
subj01,3,7,1916,188.0,46225,train,30
subj01,3,7,1918,196.0,19970,train,3
subj01,3,7,1925,228.0,32075,train,53
subj01,3,7,1927,236.0,50507,train,19
subj01,3,7,1930,252.0,68476,train,38
subj01,3,8,1938,12.0,71739,train,5
subj01,3,8,1942,28.0,27873,train,3
subj01,3,8,1945,40.0,11376,train,6
subj01,3,8,1947,52.0,13739,train,3
subj01,3,8,1956,88.0,14106,train,37
subj01,3,8,1959,104.0,22451,train,55
subj01,3,8,1966,132.0,33188,train,59
subj01,3,8,1973,164.0,20194,train,25
subj01,3,8,1976,176.0,67383,train,37
subj01,3,8,1982,204.0,22967,shared1000,59
subj01,3,8,1985,216.0,39645,train,74
subj01,3,8,1988,232.0,15240,train,18
subj01,3,8,1998,272.0,12596,train,23
subj01,3,9,2009,52.0,68476,train,38
subj01,3,9,2011,60.0,60393,train,37
subj01,3,9,2014,72.0,43966,train,6
subj01,3,9,2018,88.0,71113,train,61
subj01,3,9,2029,136.0,63391,train,25
subj01,3,9,2039,180.0,58692,train,23
subj01,3,9,2041,188.0,59101,train,23
subj01,3,9,2043,200.0,44443,train,38
subj01,3,9,2047,216.0,33188,train,59
subj01,3,9,2049,224.0,21553,shared1000,6
subj01,3,9,2054,248.0,32306,train,30
subj01,3,9,2056,256.0,61355,train,18
subj01,3,9,2059,268.0,13739,train,3
subj01,3,9,2061,276.0,28442,train,38
subj01,3,10,2068,32.0,9227,train,18
subj01,3,10,2072,52.0,72056,train,11
subj01,3,10,2076,68.0,19878,train,61
subj01,3,10,2082,92.0,56003,train,6
subj01,3,10,2084,100.0,38343,train,37
subj01,3,10,2086,112.0,22967,shared1000,59
subj01,3,10,2089,124.0,36321,train,33
subj01,3,10,2094,144.0,43958,train,37
subj01,3,10,2097,160.0,16532,train,30
subj01,3,10,2099,168.0,63026,train,19
subj01,3,10,2108,208.0,56314,shared1000,23
subj01,3,10,2110,216.0,19014,train,6
subj01,3,10,2115,240.0,35506,train,33
subj01,3,10,2119,256.0,34172,train,19
subj01,3,10,2123,272.0,67383,train,37
subj01,3,11,2126,16.0,38466,train,74
subj01,3,11,2135,56.0,19648,train,4
subj01,3,11,2138,68.0,15240,train,18
subj01,3,11,2142,84.0,40240,train,5
subj01,3,11,2145,96.0,11521,shared1000,38
subj01,3,11,2153,132.0,41436,train,22
subj01,3,11,2160,164.0,32075,train,53
subj01,3,11,2162,172.0,38126,train,18
subj01,3,11,2167,196.0,59101,train,23
subj01,3,11,2169,204.0,57435,shared1000,38
subj01,3,11,2171,212.0,32414,train,22
subj01,3,11,2183,264.0,58883,train,6
subj01,3,11,2185,272.0,49351,train,6
subj01,3,12,2188,12.0,65454,train,3
subj01,3,12,2190,20.0,22478,train,20
subj01,3,12,2192,28.0,8447,train,5
subj01,3,12,2200,64.0,35325,train,4
subj01,3,12,2202,72.0,16367,train,23
subj01,3,12,2206,88.0,44299,train,23
subj01,3,12,2209,104.0,69134,train,53
subj01,3,12,2211,112.0,5987,train,30
subj01,3,12,2215,128.0,43385,train,55
subj01,3,12,2217,136.0,2285,train,20
subj01,3,12,2230,192.0,60393,train,37
subj01,3,12,2232,200.0,40512,train,5
subj01,3,12,2234,212.0,30187,train,37
subj01,3,12,2238,228.0,50507,train,19
subj01,3,12,2240,236.0,52642,train,11
subj01,3,12,2242,248.0,63887,train,37
subj01,3,12,2244,256.0,50963,train,22
subj01,4,1,2255,32.0,43362,train,74
subj01,4,1,2257,40.0,39767,train,25
subj01,4,1,2264,72.0,19763,train,53
subj01,4,1,2270,96.0,39291,train,61
subj01,4,1,2272,108.0,49170,train,23
subj01,4,1,2280,140.0,23980,train,22
subj01,4,1,2282,148.0,43362,train,74
subj01,4,1,2284,160.0,71113,train,61
subj01,4,1,2287,172.0,47621,train,3
subj01,4,1,2293,200.0,46890,train,53
subj01,4,1,2300,228.0,28743,train,3
subj01,4,1,2302,236.0,22939,train,30
subj01,4,1,2304,248.0,13208,train,31
subj01,4,1,2306,256.0,13208,train,31
subj01,4,1,2311,276.0,53037,train,30
subj01,4,2,2315,20.0,23931,train,3
subj01,4,2,2318,32.0,11159,shared1000,30
subj01,4,2,2320,40.0,49170,train,23
subj01,4,2,2326,68.0,19895,train,53
subj01,4,2,2329,80.0,20825,train,5
subj01,4,2,2335,104.0,45671,train,36
subj01,4,2,2343,140.0,32701,train,30
subj01,4,2,2345,152.0,7034,train,5
subj01,4,2,2353,184.0,33093,train,37
subj01,4,2,2359,212.0,40189,train,37
subj01,4,2,2361,220.0,12308,shared1000,23
subj01,4,2,2365,236.0,61361,train,17
subj01,4,2,2367,248.0,25111,shared1000,20
subj01,4,2,2369,256.0,4444,train,38
subj01,4,2,2371,264.0,44316,train,3
subj01,4,2,2373,272.0,30187,train,37
subj01,4,3,2377,20.0,21953,train,33
subj01,4,3,2381,36.0,65609,train,59
subj01,4,3,2386,56.0,4476,train,33
subj01,4,3,2388,68.0,637,train,74
subj01,4,3,2394,92.0,24647,train,5
subj01,4,3,2401,124.0,26419,train,22
subj01,4,3,2407,148.0,23026,train,59
subj01,4,3,2411,168.0,46113,train,36
subj01,4,3,2413,176.0,14626,train,36
subj01,4,3,2418,200.0,43891,train,11
subj01,4,3,2423,220.0,28806,train,38
subj01,4,3,2430,252.0,47369,train,20
subj01,4,3,2433,264.0,22352,train,61
subj01,4,3,2435,272.0,31801,shared1000,30
subj01,4,4,2441,24.0,55831,train,61
subj01,4,4,2446,44.0,28595,shared1000,31
subj01,4,4,2448,52.0,25928,train,23
subj01,4,4,2450,64.0,34824,train,33
subj01,4,4,2452,72.0,39767,train,25
subj01,4,4,2456,88.0,25111,shared1000,20
subj01,4,4,2458,96.0,11027,train,74
subj01,4,4,2460,104.0,16532,train,30
subj01,4,4,2465,128.0,68339,shared1000,59
subj01,4,4,2467,136.0,3570,train,3
subj01,4,4,2471,156.0,37034,train,55
subj01,4,4,2474,168.0,57953,train,30
subj01,4,4,2478,184.0,24322,train,55
subj01,4,4,2480,192.0,3710,train,61
subj01,4,4,2486,220.0,29500,train,4
subj01,4,4,2489,232.0,42889,train,37
subj01,4,4,2491,244.0,27278,train,19
subj01,4,4,2495,260.0,8444,train,11
subj01,4,4,2497,268.0,60692,train,18
subj01,4,5,2502,20.0,69970,train,30
subj01,4,5,2507,40.0,59462,train,74
subj01,4,5,2509,52.0,13377,train,20
subj01,4,5,2513,68.0,70864,train,53
